Материал название,Материал номер,Иерархия 0 уровень,Иерархия 0 номер,Иерархия 1 уровень,Иерархия 2 уровень,Иерархия 3 уровень,Материал. Признак 1,Материал. Признак 10,Материал. Признак 2,Материал. Признак 3,Материал. Признак 4,Материал. Признак 5,Материал. Признак 6,Материал. Признак 7,Материал. Признак 8,Материал. Признак 9,Материал. Размер 1,Материал. Размер 10,Материал. Размер 11,Материал. Размер 12,Материал. Размер 2,Материал. Размер 3,Материал. Размер 4,Материал. Размер 5,Материал. Размер 6,Материал. Размер 7,Материал. Размер 8,Материал. Размер 9
ТР ЭС 108 6 ИЗОЛЯЦ ТУ,000000000000092645,Труба,915,10230,1023005600,102300560001900,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,108,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС 133 6 ИЗОЛЯЦ ТУ,000000000000092646,Труба,915,10230,1023005900,102300590001600,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,133,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС 159 7 ИЗОЛЯЦ ТУ,000000000000092647,Труба,915,10230,1023006100,102300610001600,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,159,##,##,##,##,##,##,##,##,7,##,##
ТР ЭС 219 8 ИЗОЛЯЦ ТУ,000000000000092648,Труба,915,10230,1023006400,102300640001700,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,219,##,##,##,##,##,##,##,##,8,##,##
ТР ЭС 273 10 ИЗОЛЯЦ ТУ,000000000000092649,Труба,915,10230,1023006500,102300650001600,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,273,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 152 10 СТ20 8732,000000000000092652,Труба,915,10190,1019005600,101900560001210,##,##,##,##,##,##,##,##,СТ20,8732,152,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 194 30 СТ20 8732,000000000000092681,Труба,915,10190,1019006000,101900600001540,##,##,##,##,##,##,##,##,СТ20,8732,194,##,##,##,##,##,##,##,##,30,##,##
ТР БШ 299 10 СТ20 8732,000000000000092682,Труба,915,10190,1019006800,101900680001120,##,##,##,##,##,##,##,##,СТ20,8732,299,##,##,##,##,##,##,##,##,10,##,##
ТР ЭС НЛГ 89 5 10704,000000000000092703,Труба,915,10230,1023008300,102300830001130,##,##,##,##,##,##,##,##,##,10704,89,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 273 32 СТ20 8732,000000000000092720,Труба,915,10190,1019006700,101900670002600,##,##,##,##,##,##,##,##,СТ20,8732,273,##,##,##,##,##,##,##,##,32,##,##
ТР ХД НЛГ 50 4 09Г2С 8734,000000000000092724,Труба,915,10270,1027012700,102701270001100,##,##,##,##,##,##,##,##,09Г2С,8734,50,##,##,##,##,##,##,##,##,4,##,##
ТР ПРОФ 240 120 6 30245,000000000000092746,Труба,915,10220,1022006000,102200600001100,##,##,##,##,##,##,##,##,##,30245,##,##,##,##,240,120,##,##,##,6,##,##
DIY ТР ПРОФ 30 30 2 3М,000000000000092800,Труба,915,10220,1022002000,102200200001300,##,##,##,##,##,##,##,##,##,##,##,3М,##,##,30,30,##,##,##,2,##,##
ТР ЭС НЛГ 920 10 10704,000000000000092834,Труба,915,10230,1023009750,102300975001100,##,##,##,##,##,##,##,##,##,10704,920,##,##,##,##,##,##,##,##,10,##,##
ТР БШ НЛГ 168 16 09Г2С 8732,000000000000092937,Труба,915,10190,1019009800,101900980001500,##,##,##,##,##,##,##,##,09Г2С,8732,168,##,##,##,##,##,##,##,##,16,##,##
ТР ПРОФ 80 40 2 ТУ 004-А,000000000000092967,Труба,915,10220,1022003300,102200330001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,80,40,##,##,##,2,##,##
ТР ПРОФ 80 40 2 ТУ 004-Б,000000000000092968,Труба,915,10220,1022003300,102200330001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,40,##,##,##,2,##,##
ТР БШ 152 12 СТ20 8732,000000000000092993,Труба,915,10190,1019005600,101900560001230,##,##,##,##,##,##,##,##,СТ20,8732,152,##,##,##,##,##,##,##,##,12,##,##
ТР ЭС НЛГ 108 4 ИЗОЛЯЦ ТУ,000000000000092998,Труба,915,10230,1023008400,102300840001200,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,108,##,##,##,##,##,##,##,##,4,##,##
ТР ЭС НЛГ 219 6 ИЗОЛЯЦ ТУ,000000000000092999,Труба,915,10230,1023008900,102300890001300,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,219,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС НЛГ 89 4 ИЗОЛЯЦ ТУ,000000000000093000,Труба,915,10230,1023008300,102300830001110,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,89,##,##,##,##,##,##,##,##,4,##,##
ТР ХД НЛГ 25 3.5 09Г2С 8734,000000000000093020,Труба,915,10270,1027011400,102701140001100,##,##,##,##,##,##,##,##,09Г2С,8734,25,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 54 5 СТ20 8734,000000000000093039,Труба,915,10270,1027005800,102700580001100,##,##,##,##,##,##,##,##,СТ20,8734,54,##,##,##,##,##,##,##,##,5,##,##
ТР ЭС НЛГ 102 4 10704,000000000000093043,Труба,915,10230,1023008350,102300835001400,##,##,##,##,##,##,##,##,##,10704,102,##,##,##,##,##,##,##,##,4,##,##
DIY ТР ПРОФ 80 80 4 3М,000000000000093054,Труба,915,10220,1022003500,102200350001600,##,##,##,##,##,##,##,##,##,##,##,3М,##,##,80,80,##,##,##,4,##,##
ТР ЭС НЛГ 159 5 ИЗОЛЯЦ ТУ,000000000000093059,Труба,915,10230,1023008700,102300870001200,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,159,##,##,##,##,##,##,##,##,5,##,##
ТР ЭС НЛГ 57 3.5 ИЗОЛЯЦ ТУ,000000000000093060,Труба,915,10230,1023008100,102300810001100,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,57,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ НЛГ 219 6 ИЗОЛЯЦ ТУ,000000000000093061,Труба,915,10190,1019010000,101901000001100,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,219,##,##,##,##,##,##,##,##,6,##,##
ТР БШ НЛГ 114 4.5 ИЗОЛЯЦ ТУ,000000000000093062,Труба,915,10190,1019009000,101900900001200,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,114,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ НЛГ 89 3.5 ИЗОЛЯЦ ТУ,000000000000093063,Труба,915,10190,1019008700,101900870001100,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,89,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ НЛГ 83 5 09Г2С 8732,000000000000093084,Труба,915,10190,1019008650,101900865001400,##,##,##,##,##,##,##,##,09Г2С,8732,83,##,##,##,##,##,##,##,##,5,##,##
ТР ПРОФ НЛГ 180 100 6 8645/30245,000000000000093143,Труба,915,10220,1022010100,102201010001240,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,180,100,##,##,##,6,##,##
ТР ЭС 120 2.5 10704,000000000000093153,Труба,915,10230,1023005750,102300575001250,##,##,##,##,##,##,##,##,##,10704,120,##,##,##,##,##,##,##,##,2.5,##,##
ТР ЭС 120 2.5 ТУ 005-А,000000000000093154,Труба,915,10230,1023005750,102300575001250,##,##,##,##,##,##,##,##,##,ТУ 005-А,120,##,##,##,##,##,##,##,##,2.5,##,##
ТР ЭС 120 2.5 ТУ 005-Б,000000000000093155,Труба,915,10230,1023005750,102300575001250,##,##,##,##,##,##,##,##,##,ТУ 005-Б,120,##,##,##,##,##,##,##,##,2.5,##,##
ТР ХД 48 5 СТ20 8734,000000000000093161,Труба,915,10270,1027005400,102700540001100,##,##,##,##,##,##,##,##,СТ20,8734,48,##,##,##,##,##,##,##,##,5,##,##
ТР ЭС 120 3 10704,000000000000093185,Труба,915,10230,1023005750,102300575001300,##,##,##,##,##,##,##,##,##,10704,120,##,##,##,##,##,##,##,##,3,##,##
ТР БШ 63.5 14 СТ20 8732,000000000000093192,Труба,915,10190,1019003800,101900380002150,##,##,##,##,##,##,##,##,СТ20,8732,63.5,##,##,##,##,##,##,##,##,14,##,##
ТР ЭС НЛГ 377 6 10704,000000000000093218,Труба,915,10230,1023009200,102300920001000,##,##,##,##,##,##,##,##,##,10704,377,##,##,##,##,##,##,##,##,6,##,##
ТР ПРОФ ОЦ 40 40 2 ОЦ ТУ,000000000000093220,Труба,915,10210,1021004500,102100450001200,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,40,40,##,##,##,2,##,##
ТР ХД 26 3 СТ20 8734,000000000000093298,Труба,915,10270,1027004250,102700425001100,##,##,##,##,##,##,##,##,СТ20,8734,26,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 24 3 СТ20 8734,000000000000093486,Труба,915,10270,1027004150,102700415001100,##,##,##,##,##,##,##,##,СТ20,8734,24,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 53 4 СТ20 8734,000000000000093487,Труба,915,10270,1027005700,102700570001100,##,##,##,##,##,##,##,##,СТ20,8734,53,##,##,##,##,##,##,##,##,4,##,##
ТР ЭС НЛГ 133 6 10704,000000000000093782,Труба,915,10230,1023008600,102300860001200,##,##,##,##,##,##,##,##,##,10704,133,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС НЛГ 76 4 10704,000000000000093814,Труба,915,10230,1023008250,102300825001400,##,##,##,##,##,##,##,##,##,10704,76,##,##,##,##,##,##,##,##,4,##,##
ТР ЭС НЛГ 168 6 10704,000000000000093831,Труба,915,10230,1023008800,102300880001130,##,##,##,##,##,##,##,##,##,10704,168,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС НЛГ 57 4 10704,000000000000093832,Труба,915,10230,1023008100,102300810001120,##,##,##,##,##,##,##,##,##,10704,57,##,##,##,##,##,##,##,##,4,##,##
ТР БШ НЛГ 83 6 09Г2С 8732,000000000000093889,Труба,915,10190,1019008650,101900865001500,##,##,##,##,##,##,##,##,09Г2С,8732,83,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС 530 8 ИЗОЛЯЦ ТУ,000000000000094044,Труба,915,10230,1023006900,102300690001300,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,530,##,##,##,##,##,##,##,##,8,##,##
ТР ПРОФ ОЦ 25 25 1.2 ОЦ ТУ,000000000000094045,Труба,915,10210,1021003600,102100360001120,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,25,25,##,##,##,1.2,##,##
ТР БШ 95 10 СТ20 8732,000000000000094050,Труба,915,10190,1019004600,101900460001460,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,10,##,##
ТР ПРОФ 60 40 5 8645/30245,000000000000094059,Труба,915,10220,1022003000,102200300001750,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,60,40,##,##,##,5,##,##
ТР БШ 273 20 СТ20 8732,000000000000094101,Труба,915,10190,1019006700,101900670001950,##,##,##,##,##,##,##,##,СТ20,8732,273,##,##,##,##,##,##,##,##,20,##,##
ТР БШ НЛГ 219 14 09Г2С 8732,000000000000094211,Труба,915,10190,1019010000,101901000001800,##,##,##,##,##,##,##,##,09Г2С,8732,219,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 89 4 ИЗОЛЯЦ ТУ,000000000000094330,Труба,915,10190,1019004400,101900440001200,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,89,##,##,##,##,##,##,##,##,4,##,##
ТР БШ НЛГ 89 4 ИЗОЛЯЦ ТУ,000000000000094331,Труба,915,10190,1019008700,101900870001200,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,89,##,##,##,##,##,##,##,##,4,##,##
ТР ОЦ 60 3.5 10704,000000000000094357,Труба,915,10210,1021002115,102100211501100,##,##,##,##,##,##,##,##,##,10704,60,##,##,##,##,##,##,##,##,3.5,##,##
ТР ЭС НЛГ 48 4 10704,000000000000094396,Труба,915,10230,1023007960,102300796001200,##,##,##,##,##,##,##,##,##,10704,48,##,##,##,##,##,##,##,##,4,##,##
ТР ПРОФ 200 100 4 8645/30245,000000000000094456,Труба,915,10220,1022005600,102200560001000,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,200,100,##,##,##,4,##,##
ТР ЭС НЛГ 325 10 10704,000000000000094499,Труба,915,10230,1023009100,102300910001500,##,##,##,##,##,##,##,##,##,10704,325,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 325 20 СТ20 8732,000000000000094512,Труба,915,10190,1019006900,101900690001920,##,##,##,##,##,##,##,##,СТ20,8732,325,##,##,##,##,##,##,##,##,20,##,##
ТР ХД 53 3.2 СТ20 8734,000000000000094513,Труба,915,10270,1027005700,102700570001100,##,##,##,##,##,##,##,##,СТ20,8734,53,##,##,##,##,##,##,##,##,3.2,##,##
ТР ЭС НЛГ 108 4.5 10704,000000000000094626,Труба,915,10230,1023008400,102300840001250,##,##,##,##,##,##,##,##,##,10704,108,##,##,##,##,##,##,##,##,4.5,##,##
ТР ПРОФ 40 40 1.2 Х/К 8639/30245,000000000000094646,Труба,915,10220,1022002400,102200240000900,##,##,##,Х/К,##,##,##,##,##,8639/30245,##,##,##,##,40,40,##,##,##,1.2,##,##
ТР ЭС 120 3 ТУ 005-А,000000000000094764,Труба,915,10230,1023005750,102300575001300,##,##,##,##,##,##,##,##,##,ТУ 005-А,120,##,##,##,##,##,##,##,##,3,##,##
ТР ЭС 120 3 ТУ 005-Б,000000000000094765,Труба,915,10230,1023005750,102300575001300,##,##,##,##,##,##,##,##,##,ТУ 005-Б,120,##,##,##,##,##,##,##,##,3,##,##
ТР БШ НЛГ 530 12 09Г2С 8732,000000000000094800,Труба,915,10190,1019010600,101901060001500,##,##,##,##,##,##,##,##,09Г2С,8732,530,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 530 12 СТ20 8732,000000000000094805,Труба,915,10190,1019007200,101900720001500,##,##,##,##,##,##,##,##,СТ20,8732,530,##,##,##,##,##,##,##,##,12,##,##
ТР ПРОФ НЛГ 200 120 8 8645/30245,000000000000094827,Труба,915,10220,1022010500,102201050001400,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,200,120,##,##,##,8,##,##
DIY ТР ПРОФ 100 100 4 6М,000000000000094955,Труба,915,10220,1022004000,102200400001300,##,##,##,##,##,##,##,##,##,##,##,6М,##,##,100,100,##,##,##,4,##,##
DIY ТР ПРОФ 100 100 3 6М,000000000000094956,Труба,915,10220,1022004000,102200400001100,##,##,##,##,##,##,##,##,##,##,##,6М,##,##,100,100,##,##,##,3,##,##
DIY ТР ПРОФ 80 60 3 6М,000000000000094957,Труба,915,10220,1022003400,102200340001100,##,##,##,##,##,##,##,##,##,##,##,6М,##,##,80,60,##,##,##,3,##,##
ТР БШ 273 5 СТ20 8732,000000000000094996,Труба,915,10190,1019006700,101900670000900,##,##,##,##,##,##,##,##,СТ20,8732,273,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 245 40 СТ20 8732,000000000000095009,Труба,915,10190,1019006600,101900660002000,##,##,##,##,##,##,##,##,СТ20,8732,245,##,##,##,##,##,##,##,##,40,##,##
ТР БШ 152 32 СТ20 8732,000000000000095010,Труба,915,10190,1019005600,101900560002000,##,##,##,##,##,##,##,##,СТ20,8732,152,##,##,##,##,##,##,##,##,32,##,##
ТР БШ 168 20 СТ20 8732,000000000000095011,Труба,915,10190,1019005800,101900580001850,##,##,##,##,##,##,##,##,СТ20,8732,168,##,##,##,##,##,##,##,##,20,##,##
ТР БШ 203 30 СТ20 8732,000000000000095012,Труба,915,10190,1019006200,101900620001350,##,##,##,##,##,##,##,##,СТ20,8732,203,##,##,##,##,##,##,##,##,30,##,##
ТР БШ 299 36 СТ20 8732,000000000000095013,Труба,915,10190,1019006800,101900680002300,##,##,##,##,##,##,##,##,СТ20,8732,299,##,##,##,##,##,##,##,##,36,##,##
ТР БШ 168 22 СТ20 8732,000000000000095014,Труба,915,10190,1019005800,101900580001870,##,##,##,##,##,##,##,##,СТ20,8732,168,##,##,##,##,##,##,##,##,22,##,##
ТР БШ 152 5 СТ20 8732,000000000000095016,Труба,915,10190,1019005600,101900560001000,##,##,##,##,##,##,##,##,СТ20,8732,152,##,##,##,##,##,##,##,##,5,##,##
ТР ПРОФ 120 60 6 8645/30245,000000000000095061,Труба,915,10220,1022004200,102200420001500,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,120,60,##,##,##,6,##,##
ТР БШ НЛГ 426 14 09Г2С 8732,000000000000095062,Труба,915,10190,1019010500,101901050001600,##,##,##,##,##,##,##,##,09Г2С,8732,426,##,##,##,##,##,##,##,##,14,##,##
ТР БШ НЛГ 273 14 09Г2С 8732,000000000000095075,Труба,915,10190,1019010200,101901020001506,##,##,##,##,##,##,##,##,09Г2С,8732,273,##,##,##,##,##,##,##,##,14,##,##
ТР ЭС НЛГ 102 3 10704,000000000000095081,Труба,915,10230,1023008350,102300835001300,##,##,##,##,##,##,##,##,##,10704,102,##,##,##,##,##,##,##,##,3,##,##
ТР БШ 194 10 СТ20 8732,000000000000095117,Труба,915,10190,1019006000,101900600001180,##,##,##,##,##,##,##,##,СТ20,8732,194,##,##,##,##,##,##,##,##,10,##,##
ТР ОЦ 65 4 ГОСТ,000000000000095197,Труба,915,10210,1021002120,102100212001100,##,##,##,##,##,##,##,##,##,ГОСТ,65,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 42 2.5 СТ20 8734,000000000000095232,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,2.5,##,##
ТР ХД 48 3 СТ20 8734,000000000000095243,Труба,915,10270,1027005400,102700540001100,##,##,##,##,##,##,##,##,СТ20,8734,48,##,##,##,##,##,##,##,##,3,##,##
ТР БШ НЛГ 73 6 09Г2С 8732,000000000000095256,Труба,915,10190,1019008500,101900850001150,##,##,##,##,##,##,##,##,09Г2С,8732,73,##,##,##,##,##,##,##,##,6,##,##
ТР БШ НЛГ 180 6 09Г2С 8732,000000000000095265,Труба,915,10190,1019009850,101900985001100,##,##,##,##,##,##,##,##,09Г2С,8732,180,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС 152 5 10704,000000000000095281,Труба,915,10230,1023006050,102300605001200,##,##,##,##,##,##,##,##,##,10704,152,##,##,##,##,##,##,##,##,5,##,##
ТР ПРОФ 90 90 4 8639/30245,000000000000095698,Труба,915,10220,1022003600,102200360000900,##,##,##,##,##,##,##,##,##,8639/30245,##,##,##,##,90,90,##,##,##,4,##,##
ТР ХД 34 7 СТ20 8734,000000000000095712,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,7,##,##
ТР ЭС 1220 12 10704,000000000000095715,Труба,915,10230,1023007400,102300740001200,##,##,##,##,##,##,##,##,##,10704,1220,##,##,##,##,##,##,##,##,12,##,##
ТР БШ НЛГ 76 8 09Г2С 8732,000000000000095733,Труба,915,10190,1019008600,101900860001650,##,##,##,##,##,##,##,##,09Г2С,8732,76,##,##,##,##,##,##,##,##,8,##,##
ТР БШ НЛГ 73 8 09Г2С 8732,000000000000095734,Труба,915,10190,1019008500,101900850001300,##,##,##,##,##,##,##,##,09Г2С,8732,73,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 114 25 СТ20 8732,000000000000095741,Труба,915,10190,1019004900,101900490003000,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,25,##,##
ТР БШ 127 30 СТ20 8732,000000000000095742,Труба,915,10190,1019005100,101900510002500,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,30,##,##
ТР ПРОФ ОЦ 20 20 0.9 ОЦ ТУ,000000000000095823,Труба,915,10210,1021003500,102100350000900,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,20,20,##,##,##,0.9,##,##
ТР ХД 32 8 СТ20 8734,000000000000095827,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,8,##,##
ТР ЭС НЛГ 133 4.5 10704,000000000000095828,Труба,915,10230,1023008600,102300860001050,##,##,##,##,##,##,##,##,##,10704,133,##,##,##,##,##,##,##,##,4.5,##,##
ТР ЭС НЛГ 168 8 10704,000000000000095860,Труба,915,10230,1023008800,102300880001180,##,##,##,##,##,##,##,##,##,10704,168,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 102 14 СТ20 8732,000000000000095863,Труба,915,10190,1019004700,101900470001980,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 73 5 СТ20 8732,000000000000095878,Труба,915,10190,1019004100,101900410001050,##,##,##,##,##,##,##,##,СТ20,8732,73,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 89 20 СТ20 8732,000000000000095903,Труба,915,10190,1019004400,101900440002650,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,20,##,##
ТР ПРОФ 140 120 4 8645/30245,000000000000095930,Труба,915,10220,1022004650,102200465001400,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,140,120,##,##,##,4,##,##
ТР ХД НЛГ 27 3 09Г2С 8734,000000000000095937,Труба,915,10270,1027011500,102701150001100,##,##,##,##,##,##,##,##,09Г2С,8734,27,##,##,##,##,##,##,##,##,3,##,##
ТР ПРОФ 80 60 1.8 ТУ,000000000000096004,Труба,915,10220,1022003400,102200340000900,##,##,##,##,##,##,##,##,##,ТУ,##,##,##,##,80,60,##,##,##,1.8,##,##
ТР ПРОФ 80 60 2.8 ТУ,000000000000096005,Труба,915,10220,1022003400,102200340001030,##,##,##,##,##,##,##,##,##,ТУ,##,##,##,##,80,60,##,##,##,2.8,##,##
ТР ПРОФ 50 50 2.8 8639/30245,000000000000096006,Труба,915,10220,1022002800,102200280001350,##,##,##,##,##,##,##,##,##,8639/30245,##,##,##,##,50,50,##,##,##,2.8,##,##
ТР ПРОФ 60 30 2.8 ТУ,000000000000096007,Труба,915,10220,1022002900,102200290001350,##,##,##,##,##,##,##,##,##,ТУ,##,##,##,##,60,30,##,##,##,2.8,##,##
ТР БШ 273 28 СТ20 8732,000000000000096009,Труба,915,10190,1019006700,101900670002300,##,##,##,##,##,##,##,##,СТ20,8732,273,##,##,##,##,##,##,##,##,28,##,##
ТР ПРОФ 160 140 8 8645/30245,000000000000096012,Труба,915,10220,1022005150,102200515001020,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,160,140,##,##,##,8,##,##
ТР ХД 54 8 СТ20 8734,000000000000096015,Труба,915,10270,1027005800,102700580001100,##,##,##,##,##,##,##,##,СТ20,8734,54,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 16 4 ГОСТ,000000000000096033,Труба,915,10190,1019001500,101900150001200,##,##,##,##,##,##,##,##,##,ГОСТ,16,##,##,##,##,##,##,##,##,4,##,##
ТР ПРОФ НЛГ 120 60 4 8645/30245,000000000000096134,Труба,915,10220,1022009120,102200912001100,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,120,60,##,##,##,4,##,##
ТР БШ 114 10 ИЗОЛЯЦ ТУ,000000000000096137,Труба,915,10190,1019004900,101900490001800,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,114,##,##,##,##,##,##,##,##,10,##,##
ТР ЭС 152 4 10704,000000000000096178,Труба,915,10230,1023006050,102300605001100,##,##,##,##,##,##,##,##,##,10704,152,##,##,##,##,##,##,##,##,4,##,##
ТР ЭС НЛГ 89 6 10704,000000000000096232,Труба,915,10230,1023008300,102300830001140,##,##,##,##,##,##,##,##,##,10704,89,##,##,##,##,##,##,##,##,6,##,##
ТР ХД НЛГ 45 2 09Г2С 8734,000000000000096276,Труба,915,10270,1027012500,102701250001100,##,##,##,##,##,##,##,##,09Г2С,8734,45,##,##,##,##,##,##,##,##,2,##,##
ТР ПРОФ ОЦ 15 15 1 ОЦ ТУ,000000000000096282,Труба,915,10210,1021003400,102100340001100,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,15,15,##,##,##,1,##,##
ТР ЭС НЛГ 89 4 10704,000000000000096308,Труба,915,10230,1023008300,102300830001110,##,##,##,##,##,##,##,##,##,10704,89,##,##,##,##,##,##,##,##,4,##,##
ТР ЭС НЛГ 76 3.5 10704,000000000000096328,Труба,915,10230,1023008250,102300825001350,##,##,##,##,##,##,##,##,##,10704,76,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 36 2 СТ20 8734,000000000000096338,Труба,915,10270,1027004900,102700490001100,##,##,##,##,##,##,##,##,СТ20,8734,36,##,##,##,##,##,##,##,##,2,##,##
ТР БШ НЛГ 133 11 09Г2С 8732,000000000000096344,Труба,915,10190,1019009300,101900930001500,##,##,##,##,##,##,##,##,09Г2С,8732,133,##,##,##,##,##,##,##,##,11,##,##
ТР БШ НЛГ 25 2 09Г2С 8732,000000000000096345,Труба,915,10190,1019007430,101900743000900,##,##,##,##,##,##,##,##,09Г2С,8732,25,##,##,##,##,##,##,##,##,2,##,##
ТР БШ НЛГ 25 5 09Г2С 8732,000000000000096346,Труба,915,10190,1019007430,101900743001200,##,##,##,##,##,##,##,##,09Г2С,8732,25,##,##,##,##,##,##,##,##,5,##,##
ТР ХД НЛГ 42 3 09Г2С 8734,000000000000096371,Труба,915,10270,1027012400,102701240001100,##,##,##,##,##,##,##,##,09Г2С,8734,42,##,##,##,##,##,##,##,##,3,##,##
ТР ХД НЛГ 48 3 09Г2С 8734,000000000000096372,Труба,915,10270,1027012600,102701260001100,##,##,##,##,##,##,##,##,09Г2С,8734,48,##,##,##,##,##,##,##,##,3,##,##
ТР БШ 108 20 СТ20 8732,000000000000096477,Труба,915,10190,1019004800,101900480002050,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,20,##,##
DIY ТР ВГП 20ДУ 2.8 2М,000000000000096546,Труба,915,10230,1023001300,102300130001100,##,##,##,##,##,##,##,##,##,##,20ДУ,2М,##,##,##,##,##,##,##,2.8,##,##
DIY ТР ВГП 32ДУ 3.2 2М,000000000000096547,Труба,915,10230,1023001500,102300150001100,##,##,##,##,##,##,##,##,##,##,32ДУ,2М,##,##,##,##,##,##,##,3.2,##,##
DIY ТР ВГП 32ДУ 2.8 2М,000000000000096548,Труба,915,10230,1023001500,102300150001100,##,##,##,##,##,##,##,##,##,##,32ДУ,2М,##,##,##,##,##,##,##,2.8,##,##
DIY ТР ВГП 40ДУ 3.5 2М,000000000000096549,Труба,915,10230,1023001600,102300160001100,##,##,##,##,##,##,##,##,##,##,40ДУ,2М,##,##,##,##,##,##,##,3.5,##,##
ТР ЭС 426 7 ИЗОЛЯЦ ТУ,000000000000096563,Труба,915,10230,1023006800,102300680001200,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,426,##,##,##,##,##,##,##,##,7,##,##
ТР ХД 48 2 СТ20 8734,000000000000096567,Труба,915,10270,1027005400,102700540001100,##,##,##,##,##,##,##,##,СТ20,8734,48,##,##,##,##,##,##,##,##,2,##,##
ТР БШ 127 10 СТ20 8732,000000000000096575,Труба,915,10190,1019005100,101900510001650,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,10,##,##
